,active,address,address_line_2,city,county,createdate,dayphone,license,organization,state,type,ubi,zip
579,ACTIVE (ISSUED),606 W LONE PINE LN,,DEER PARK,SPOKANE,20180103,3605610650,413143,KELLY PRODUCTION AND PROCESSING,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6022397280010000,990069133
580,ACTIVE (ISSUED),193161 HWY 101  STE 201,STE 201,FORKS,CLALLAM,20180305,3609810505,420123,CANNABIS COAST,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6040821720010000,983319206
581,ACTIVE (ISSUED),17605 N TIMBERLANE CIR,UNIT #B,MEAD,SPOKANE,20171019,5099440973,418372,MAJICO,WA,MARIJUANA PROCESSOR,6033447910010000,990217810
582,ACTIVE (ISSUED),2714 HENSON RD STE B,,MOUNT VERNON,SKAGIT,20170829,3607783904,422978,HERBAL LEGENDS CANNABIS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6029455360010000,982730000
583,ACTIVE (ISSUED),18246 RD 5 NW  STE B,,QUINCY,GRANT,20180303,2533819130,412363,WA WEED,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6034846790010000,988489505
584,PENDING (ISSUED),234805 E STRAIGHTBANK RD STE C,,KENNEWICK,BENTON,20170628,3605433222,417401,HIGHLAND NURSERY,WA,MARIJUANA PRODUCER TIER 3,6035023370010000,993360000
585,ACTIVE (ISSUED),56005 N THOMAS RD STE A,,BENTON CITY,BENTON,20171223,4254224414,417379,CORDUS,WA,MARIJUANA PRODUCER TIER 3,6033571320010000,993207632
586,ACTIVE (ISSUED),5390 STATE RT 12 UNIT A,,MALONE,GRAYS HARBOR,20171208,3604911658,413658,ALASKAN GREEN ACRES,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6004490390010000,985900000
587,ACTIVE (ISSUED),26051 MEAN CANYON TRAIL E  #A,,CRESTON,LINCOLN,20180226,2066963063,412537,I502 CANNABIS,WA,MARIJUANA PRODUCER TIER 1,6031830060010000,991170000
588,ACTIVE (ISSUED),417 NW 65TH ST,,SEATTLE,KING,20171118,2066175646,414450,GREEN CONNECTION NORTHWEST,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033530290010000,981175027
589,ACTIVE (ISSUED),8846 HWY 14 STE A,,WISHRAM,KLICKITAT,20171121,2062261378,417385,RJL,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6016804550010000,986730000
590,ACTIVE (ISSUED),9107 N COUNTRY HOMES BLVD #13,STE 13,SPOKANE,SPOKANE,20171127,5099193467,422146,SPOKANE GREEN LEAF,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033507120010000,992185007
591,ACTIVE (ISSUED),2517 HOWARD AVE UNIT B,,EVERETT,SNOHOMISH,20171031,4258793191,422390,STARBUDS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033488190010000,982036103
592,ACTIVE (ISSUED),1106 CANNON WAY STE B,,COLVILLE,STEVENS,20171221,2533975442,413061,NORTHWEST KYND,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033518540010000,991140000
593,ACTIVE (ISSUED),600 S FIRST STREET,,ROSLYN,KITTITAS,20171227,4256478338,414460,ROSLYN HERBS,WA,MARIJUANA RETAILER,6033548730010000,989410000
594,ACTIVE (ISSUED),2870 OCEAN AVE BLDG 1,,RAYMOND           412902,PACIFIC,20171205,2068185054,416601,EVERGREEN PRODUCTION,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033497390010000,985774926
595,ACTIVE (ISSUED),505 S LANDER ST STE 2,,SEATTLE,KING,20171012,2068988797,412246,DUTCH BROTHERS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033406910010000,981341921
596,ACTIVE (ISSUED),2705 S TACOMA WAY   STE B,STE B,TACOMA,PIERCE,20170816,2064659823,416632,SKY RIDER,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6035266440010000,984097521
597,PENDING (ISSUED),50 W. WESTFIELD CT. UNIT E,,SHELTON,MASON,20180215,8082651135,416737,OGZ FIRE WEED,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033607710010000,985840000
598,ACTIVE (ISSUED),19943 OLD HWY 99 SW,,ROCHESTER,THURSTON,20171212,3608587630,413847,SWEET GREENS NORTHWEST,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033557960010000,985798689
599,ACTIVE (ISSUED),514 W BAMBI FARMS RD,,SHELTON,MASON,20170801,3604909600,413009,CREMA DE GAIA,WA,MARIJUANA PROCESSOR,6031402370010000,985847493
600,ACTIVE (ISSUED),10722 LAKE CITY WAY NE,,SEATTLE,KING,20171115,2065795542,412148,EMERALD JANE'S,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033483950010000,981256714
601,ACTIVE (ISSUED),26620 E HOXIE RD #B,,ROCKFORD,SPOKANE,20171223,3609326983,412243,AQUA ORGANICS,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6019964290010000,990307003
602,ACTIVE (ISSUED),3402 C ST NE,UNIT 208,AUBURN,KING,20171201,2064276037,413867,ERBACCE WHOLESALE,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033530380010000,980021728
603,ACTIVE (ISSUED),669 N RICHARDS RD STE A,,RITZVILLE,ADAMS,20180306,5099391908,416277,J A SWIFT ENTERPRISES,WA,MARIJUANA PRODUCER TIER 2,6028029690010000,991690000
604,ACTIVE (ISSUED),84 INDIAN BASIN RD,,GOLDENDALE,KLICKITAT,20180303,2533630352,417121,TAHOMA GROWERS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033597780010000,986200000
605,ACTIVE (ISSUED),267 SALMON CREEK RD LOT C,,OKANOGAN,OKANOGAN,20180112,5099396454,424829,DREAMIN GREEN FARMS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033477200010000,988408244
606,ACTIVE (ISSUED),1610 CENTRE ST,,TACOMA,PIERCE,20171121,2532277406,416124,PERMA,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033495060010000,984067952
607,ACTIVE (ISSUED),39 PRAIRIE FLATS RD STE A,,METHOW,OKANOGAN,20180108,5094493306,414143,METHOW HORTICULTURE,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033565830010000,988349605
608,ACTIVE (ISSUED),2933 E HIGHWAY 101,,PORT ANGELES,CLALLAM,20180305,4256147112,79912,NORTH COAST CONCENTRATES,WA,MARIJUANA PROCESSOR,6034382850010000,983629059
609,ACTIVE (ISSUED),26901 15TH AVE NE  BLDG 1,,ARLINGTON,SNOHOMISH,20170927,4253878227,418910,GLENS PLANT FARM,WA,MARIJUANA PROCESSOR,6034388400010000,982239176
610,ACTIVE (ISSUED),3426 CITATION RD NE STE 4,,MOSES LAKE,GRANT,20180108,5097790123,417125,KETTLE RIVER CANNABIS CO.,WA,MARIJUANA PROCESSOR,6033613870010000,988378320
611,ACTIVE (ISSUED),1860 SCOTT RD,,FREELAND,ISLAND,20180131,3603216151,423993,WHIDBEY ISLAND CANNABIS CO.,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033727020010000,982499430
612,ACTIVE (ISSUED),98 SCHOUWEILER RD,,ELMA,GRAYS HARBOR,20171115,4255021981,412849,BLUE STAR CK,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033509030010000,985419352
613,ACTIVE (ISSUED),955 W BROADWAY AVE,,MOSES LAKE,GRANT,20180116,5094990646,421110,APEX CANNABIS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033264170010000,988370000
614,ACTIVE (ISSUED),28308 15TH AVE NE STE A,,ARLINGTON,SNOHOMISH,20180220,2069196755,412752,WASHINGTON BUD COMPANY,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033480370010000,982239163
615,ACTIVE (ISSUED),815 KITT-NARCISSE RD,,COLVILLE,STEVENS,20170708,2533592646,415717,CANNAVISION,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6023729880010000,991140000
616,ACTIVE (ISSUED),23441 NE STATE ROUTE 3,,BELFAIR,MASON,20180103,2535143949,415539,GANJA VITA,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033594670010000,985280000
617,ACTIVE (ISSUED),3169 B GOLDIE RD,,OAK HARBOR,ISLAND,20180131,4258704355,418524,EVERGREEN HYDRO FARMS,WA,MARIJUANA PROCESSOR,6033594230010000,982772732
618,ACTIVE (ISSUED),9411 NE HIGHWAY 99 STE 4,,VANCOUVER,CLARK,20171019,5099521602,421326,STICKY'S,WA,MARIJUANA RETAILER,6033444280010000,986658969
619,ACTIVE (ISSUED),28503 W ORCUTT RD,,BENTON CITY,BENTON,20171222,5094206960,418921,CORDUS,WA,MARIJUANA PROCESSOR,6033571320010000,993207609
620,ACTIVE (ISSUED),202 N CRESTLINE ST  STE 3,SUITE 3,SPOKANE,SPOKANE,20171227,5096702823,415864,NW NECTAR,WA,MARIJUANA PROCESSOR,6033569360010000,992020000
621,ACTIVE (ISSUED),70 SALTSPRING DR  UNIT 2A,UNIT 2A,FRIDAY HARBOR,SAN JUAN,20180221,4254781077,422332,BUD HUT,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035726930010000,982509062
622,ACTIVE (ISSUED),1845 GURLEY RD  STE A,STE A,GRANGER,YAKIMA,20180117,5096432535,412892,ACME ACRES LLC,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6035941960010000,989329444
623,ACTIVE (ISSUED),5552 INDUSTRY LN,,EAST WENATCHEE,DOUGLAS,20180206,5096799058,416226,JEFF INDUSTRIES,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033570180010000,988029551
624,ACTIVE (ISSUED),11463 RAINIER AVE S   STE B,STE B,SEATTLE,KING,20180105,4197773257,416198,EMERALD PEAKS,WA,MARIJUANA PROCESSOR,6033578570010000,981780000
625,ACTIVE (ISSUED),68214 N WHAN RD,,BENTON CITY,BENTON,20171027,5093038164,416118,CARLA'S FARM,WA,MARIJUANA PRODUCER TIER 1,6033598490010000,993206619
626,ACTIVE (ISSUED),20241 269TH AVE SE STE A,,MAPLE VALLEY,KING,20180108,4254137961,412129,CLOUD BUD,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033476140010000,980388824
627,ACTIVE (ISSUED),5416 JOHNSON POINT RD NE,STE A,OLYMPIA,THURSTON,20171220,2533183553,416004,FRUITY PINES FARMS,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6033585140010000,985169129
628,ACTIVE (ISSUED),90 CRAGGANMORE,,GOLDENDALE,KLICKITAT,20171130,5092506600,416125,JV RANCH,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033462550010000,986203404
629,ACTIVE (ISSUED),470 NE TOONERVILLE DR BLDG 1,,BELFAIR,MASON,20171205,2063912113,414111,STONEHENGE GARDENS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033377130010000,985287705
630,ACTIVE (ISSUED),681 SWAN RD  STE A,STE A,SUNNYSIDE,YAKIMA,20180105,5098374394,416505,ALKI FARMS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033608350010000,989449670
631,ACTIVE (ISSUED),7294 MARTIN WAY E,,OLYMPIA,THURSTON,20171109,5304010839,415429,LUCID,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033590350010000,985165533
632,ACTIVE (ISSUED),17929 STATE ROUTE 536,STE B,MOUNT VERNON,SKAGIT,20171127,3608994428,422796,MOUNT VERNON CANNABIS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035584490010000,982733216
633,ACTIVE (ISSUED),7651 HIGHWAY 291,,FORD,STEVENS,20171230,5099994976,415932,EXOTIC FARMS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033585960010000,990310000
634,ACTIVE (ISSUED),849 TROSPER RD SW STE 207,,TUMWATER,THURSTON,20171116,3606881709,413802,BUD COMMANDER,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033518190010000,985128145
635,ACTIVE (ISSUED),4055 HAMMER DR,SUITE 102,BELLINGHAM,WHATCOM,20180104,9713368275,412617,SOUL SUGAR KITCHEN,WA,MARIJUANA PROCESSOR,6033221780010000,982267665
636,ACTIVE (ISSUED),321 NE 45TH ST,,SEATTLE,KING,20171221,3038295712,410332,AMERICAN MARY,WA,MARIJUANA RETAILER,6033452790010000,981056133
637,ACTIVE (ISSUED),3303 S 35TH ST STE A-7,STE A-7,TACOMA,PIERCE,20171221,2063932822,416729,PACIFIC COAST FARMS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033578830010000,984098208
638,ACTIVE (ISSUED),1087 MONTE ELMA RD,,ELMA,GRAYS HARBOR,20180103,3603040166,412515,GREEN FREEDOM,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033507870010000,985419378
639,ACTIVE (ISSUED),30356 HIGHWAY 243 S,,MATTAWA,GRANT,20180214,4254784999,415942,EVOLUTION DESIGN CONCEPTS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6030849880010000,993498257
640,ACTIVE (ISSUED),12525 WILLOWS RD NE  STE 60,,KIRKLAND,KING,20180102,2069728577,413856,CLINICAL CANNABIS CLUB,WA,MARIJUANA PROCESSOR,6033534800010000,980340000
641,ACTIVE (ISSUED),5303 PACIFIC HWY E,,FIFE,PIERCE,20171116,2538586202,413812,THE GALLERY FIFE,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033548590010000,984242601
642,ACTIVE (ISSUED),1515 SANDERS RD STE 100A,,SNOHOMISH,SNOHOMISH,20171221,4253775666,412645,HERBAL RESEARCH AND DEVELOPMENT,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033491270010000,982909580
643,ACTIVE (ISSUED),5626 134TH PL SE STE B,,EVERETT,SNOHOMISH,20180306,4256337515,415507,THE KUSHERY,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033594840010000,982080000
644,ACTIVE (ISSUED),7715 SKOOKUMCHUCK RD SE STE D,,TENINO,THURSTON,20171202,3609707896,413162,GREEN BROTHERS FARMS,WA,MARIJUANA PRODUCER TIER 2,6033516310010000,985899549
645,ACTIVE (ISSUED),432 S MASSACHUSETTS ST,,SEATTLE,KING,20180103,2068492554,415847,DAWN STAR,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033558760010000,981341517
646,ACTIVE (ISSUED),5030 EAGLEMOUNT RD STE A,,CHIMACUM,JEFFERSON,20171214,2063938640,412193,TREEHAWK FARMS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033546280010000,983257735
647,ACTIVE (ISSUED),23206 STATE ROUTE 203,,MONROE,SNOHOMISH,20180102,4256146142,416586,ARTICULATED SOLUTIONS,WA,MARIJUANA PROCESSOR,6035760390010000,982720000
648,ACTIVE (ISSUED),2000 ROZA DR #1,,ZILLAH,YAKIMA,20170801,5099019560,425153,HILL TOP GROWERS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6006477070010000,989539361
649,ACTIVE (ISSUED),8401 AURORA AVE. N. STE A,,SEATTLE,KING,20171213,2068568781,421618,ESHO FUNI,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035692220010000,981034332
650,ACTIVE (ISSUED),11061 NEPPEL RD NE,,MOSES LAKE,GRANT,20171213,2068180564,413177,THE CASCADE GNOME,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033543230010000,988377522
651,ACTIVE (ISSUED),5473 GUIDE MERIDIAN STE B & C,,BELLINGHAM,WHATCOM,20180212,2067990755,416929,AMBER BRICK,WA,MARIJUANA PROCESSOR,6033588610010000,982269771
652,ACTIVE (ISSUED),1111 N 98TH ST,STE 1,SEATTLE,KING,20171221,2066731984,423298,FAR WEST ENTERPRISES,WA,MARIJUANA PROCESSOR,6033546850010000,981033354
653,ACTIVE (ISSUED),9918 PADILLA HEIGHTS RD STE B,,ANACORTES,SKAGIT,20180117,3604203349,415848,SKAGIT VALLEY HORTICULTURE,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033560060010000,982218695
654,ACTIVE (ISSUED),1817 130TH AVE NE SUITE B & C,,BELLEVUE,KING,20171024,3609301700,414983,THE NOVEL TREE,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033520850010000,980052225
655,ACTIVE (ISSUED),5473 GUIDE MERIDIAN RD LOT A,,BELLINGHAM,WHATCOM,20171219,6107615547,413380,CANNAGENESIS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033573610010000,982269771
656,ACTIVE (ISSUED),1110 N STANLEY RD,,SPOKANE VALLEY,SPOKANE,20171024,5099916257,413204,FREEDOM FARMS,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6034366320010000,992120923
657,ACTIVE (ISSUED),6101 NE 127TH AVENUE STE 300,SUITE 300,VANCOUVER,CLARK,20180209,3609071598,416787,KANEHCO,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6035431110010000,986821912
658,ACTIVE (ISSUED),1123 ST PAUL AVE,,TACOMA,PIERCE,20171127,2537323090,417300,MAHONEY GREENS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033592560010000,984212404
659,ACTIVE (ISSUED),5116 N GORDON RD STE A,,SPOKANE,SPOKANE,20170930,2139486486,412616,TWELFTH MAN MARY LLC,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6033366290010000,992240000
660,ACTIVE (ISSUED),217 BRADFORD ST,,RAYMOND,PACIFIC,20180116,5037916814,417368,BRADFORD FARMS,WA,MARIJUANA PROCESSOR,6033605390010000,985772902
661,ACTIVE (ISSUED),20535 DIKE RD,STE 1,MOUNT VERNON,SKAGIT,20171031,3604453372,416690,FREYA FARM,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6027726970010000,982736527
662,ACTIVE (ISSUED),2704 MAIN ST,,UNION GAP,YAKIMA,20180214,5094524200,426284,STATION 420,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6034083570010000,989031754
663,ACTIVE (ISSUED),1432 S CLOVERDALE ST,,SEATTLE,KING,20171116,2063106620,421839,ABSOLUTE OILS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6034670690010000,981084825
664,ACTIVE (ISSUED),8109 E BRATT RD STE B,STE B,FAIRFIELD,SPOKANE,20180103,2064994077,414198,DABSOLUTE PREMIUM CONCENTRATES,WA,MARIJUANA PROCESSOR,6033577370010000,990120000
665,ACTIVE (ISSUED),13 KATIE BUG LANE,STE A,OMAK,OKANOGAN,20171214,2067188205,417006,VERT CORPORATION,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033570310010000,988419253
666,ACTIVE (ISSUED),18501 LOGANBERRY ST SW,,ROCHESTER,THURSTON,20171121,4253451962,412546,THE RETIREMENT HOLDINGS,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6041206950010000,985799119
667,ACTIVE (ISSUED),1210 CAYS ROAD UNIT A,,SEQUIM,CLALLAM,20171108,2068542584,417194,WISE BUDS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6034997440010000,983826987
668,ACTIVE (ISSUED),640 S SPOKANE ST,SUITE B,SEATTLE,KING,20170905,4252838841,412051,OVER THE TOP PROD,WA,MARIJUANA PRODUCER TIER 3,6031327110010000,981342225
669,ACTIVE (ISSUED),600 RONLEE LN NW BLDG A,,OLYMPIA,THURSTON,20171104,9177030621,413150,RAVEN,WA,MARIJUANA PRODUCER TIER 2,6033457230010000,985029264
670,ACTIVE (ISSUED),15928 HWY 99,,LYNNWOOD,SNOHOMISH,20171013,4257454242,414398,WHITE RABBIT RETAIL,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033537490010000,980870000
671,ACTIVE (ISSUED),14840 RAINIER VIEW DR SE,,YELM,THURSTON,20170711,2533812334,415934,GEM INDUSTRIES,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033587590010000,985970000
672,ACTIVE (ISSUED),2700 4TH AVE S STE E2,,SEATTLE,KING,20170906,2062292337,420285,SUSTAINABLE ORGANIC SOLUTIONS,WA,MARIJUANA PROCESSOR,6035262820010000,981341942
673,ACTIVE (ISSUED),317 PRICE RD STE A,,SNOHOMISH,SNOHOMISH,20171123,4252203767,412893,HIGHROLR,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6017771150010000,982909615
674,ACTIVE (ISSUED),133 NE WATERHILL RD,STE B,TAHUYA,MASON,20171205,2068165421,413627,THE RAUCUS GROUP,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033568720010000,985889760
675,ACTIVE (ISSUED),171 FAIRWAY CT STE B,,MESA,FRANKLIN,20170929,5093020093,417406,HEMP MASTERS 2,WA,MARIJUANA PRODUCER TIER 3,6033566980010000,993439554
676,ACTIVE (ISSUED),3157 A GOLDIE RD,,OAK HARBOR,ISLAND,20171009,2066794781,416656,ISLAND GRO,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6035420680010000,982772732
677,ACTIVE (ISSUED),3801 S PUGET SOUND AVE,,TACOMA,PIERCE,20180103,8444958273,420031,"FARMERS DISTRIBUTORS-WA, INC",WA,MARIJUANA PROCESSOR,6035717040010000,984094612
678,ACTIVE (ISSUED),986 E HAMPTON RD,STE 4,LIND,ADAMS,20180302,5098691627,416885,GREEN GABLE FARMS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033754390010000,993419725
679,ACTIVE (ISSUED),3831 STONE WAY N,,SEATTLE,KING,20171109,2062510630,415348,OZ.,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033565520010000,981038005
680,PENDING (ISSUED),1501 CENTER ST,,TACOMA,PIERCE,20180104,2532121839,415713,LUCKY LOOU'S,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6040684150010000,984090000
681,ACTIVE (ISSUED),2205 PARROT WAY SUITE A,,KELSO,COWLITZ,20170705,2064024149,413706,GREEN AMERICA,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033137370010000,986265522
682,ACTIVE (ISSUED),9777 F RD NW STE B,,EPHRATA,GRANT,20171118,4258362752,417069,GREENCREST GARDENS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033596000010000,988230000
683,ACTIVE (ISSUED),49 BAILEY LOOP RD,,GOLDENDALE,KLICKITAT,20180131,5094698226,416459,MARY JANE,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033590320010000,986200000
684,ACTIVE (ISSUED),530 7TH AVE STE D,,LONGVIEW,COWLITZ,20171002,3607891364,420400,MARIJUANA MART,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033360940010000,986320000
685,ACTIVE (ISSUED),3108 A STREET SE,,AUBURN,KING,20180124,3605500355,416012,OM SHIV,WA,MARIJUANA PROCESSOR,6033105320010000,980028811
686,ACTIVE (ISSUED),11056 NEPPEL RD NE,,MOSES LAKE,GRANT,20180103,2068180564,418743,THE CASCADE GNOME,WA,MARIJUANA PROCESSOR,6033543230010000,988377522
687,ACTIVE (ISSUED),3900 BAY RD,,FERNDALE,WHATCOM,20171103,5039018525,424381,DARLING GROWERS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6035138790010000,982489694
688,ACTIVE (ISSUED),8500 14TH AVE S STE B,,SEATTLE,KING,20180203,9197231961,416448,NORTH GARDENS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033586050010000,981084803
689,ACTIVE (ISSUED),4759 317TH PL SE,,FALL CITY,KING,20180104,4253728448,416024,JACK MARTIN TWIGGS,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6033595670010000,980246637
690,ACTIVE (ISSUED),1039 S GOLD ST,,CENTRALIA,LEWIS,20171221,3607480807,414767,CENTRALIA CANNABIS CONNECTION,WA,MARIJUANA RETAILER,6013587260010000,985313711
691,ACTIVE (ISSUED),405 E STEUBEN ST STE A,,BINGEN,KLICKITAT,20180104,2069157383,416557,SEATTLE SNAP,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6033574870010000,986059183
692,ACTIVE (ISSUED),5916 E SHARP AVE,,SPOKANE VALLEY,SPOKANE,20171130,5099512605,416990,J.E.T.,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033511940010000,992120000
693,ACTIVE (ISSUED),3804 E FERRY AVE,,SPOKANE,SPOKANE,20170831,5098089727,415793,LTDN RESOURCES,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033289310010000,992020000
694,ACTIVE (ISSUED),4710 E ELK TO HIGHWAY RD STE A,,ELK,SPOKANE,20180131,5097014967,412200,420 GROWERS AND PROCESSORS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6034612280010000,990098752
695,ACTIVE (ISSUED),7157 GUIDE MERIDIAN RD #3,#3,LYNDEN,WHATCOM,20171020,2533025792,422010,STAR OUTLET,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6034471240010000,982649213
696,ACTIVE (ISSUED),2319 ELMWAY SUITE B,,OKANOGAN,OKANOGAN,20180102,5093228520,416590,LMNOP FARMS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6034411380010000,988400000
697,ACTIVE (ISSUED),3472 PULLMAN AIRPORT RD STE C,STE C,PULLMAN,WHITMAN,20170711,5092931360,413958,ALTERED STATE,WA,MARIJUANA PRODUCER TIER 3,6035193140010000,991630000
698,ACTIVE (ISSUED),4654 GUIDE MERIDIAN,BLDG D,BELLINGHAM,WHATCOM,20171202,2067990962,416481,FOREVERGREEN,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6034707970010000,982269110
699,ACTIVE (ISSUED),234805 E STRAIGHT BANK RD,,KENNEWICK,BENTON,20180206,5099876109,417001,NINJA GARDENS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033571550010000,993370000
700,PENDING (ISSUED),126 NEWMAN CREEK RD UNIT 4,,ELMA,GRAYS HARBOR,20170922,3609304996,412781,EARTHCRAFT FARMS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6035121180010000,985419536
701,ACTIVE (ISSUED),4224C DEER CREEK RD,,VALLEY,STEVENS,20180105,5099363080,416231,NAKED EMPEROR,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033548390010000,991810000
702,ACTIVE (ISSUED),15843 CASE RD SW STE A,,ROCHESTER,THURSTON,20180302,2063900382,416824,GANJA BUDS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6034725960010000,985799416
